Time,Lat,Lon,CO2[ppm],mass PM1.0[μg/m3],mass PM2.5[μg/m3],mass PM4[μg/m3],mass PM10[μg/m3],number PM0.5[#/cm3],number PM1.0[#/cm3],number PM2.5[#/cm3],number PM4[#/cm3],number PM10[#/cm3],Typical Part Size[μm],EAQ[],FAQ[],O3[ppb],Temp[°C],Hum[%],Alt[m],Press[mbar],DP[°C],HDX[°C],Gradient[°C/100m],Speed[km/h],Radiation[],BT[dBm]
2023-07-07 12:35:26+02:00,41.385779,2.186142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.7,59,12,1015,21.5,39.5,-,3,-,-86
2023-07-07 12:35:27+02:00,41.385788,2.186161,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.7,59,12,1015,21.5,39.5,-,2,-,-85
2023-07-07 12:35:29+02:00,41.385809,2.186187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,59,12,1015,21.3,39.0,-,1,-,-85
2023-07-07 12:35:30+02:00,41.385821,2.186213,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,59,12,1015,21.3,39.1,-,2,-,-84
2023-07-07 12:35:32+02:00,41.385829,2.186229,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.7,59,12,1015,21.5,39.5,-,2,-,-80
2023-07-07 12:35:33+02:00,41.385833,2.186252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,58,12,1015,21.1,38.9,-,2,-,-77
2023-07-07 12:35:34+02:00,41.385839,2.186269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,58,12,1015,21.1,38.7,-,2,-,-85
2023-07-07 12:35:36+02:00,41.385846,2.186283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.7,57,12,1015,21.1,39.0,-,2,-,-85
2023-07-07 12:35:37+02:00,41.385854,2.186297,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.1,-,3,-,-77
2023-07-07 12:35:39+02:00,41.385854,2.186295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.0,-,3,-,-85
2023-07-07 12:35:40+02:00,41.385871,2.186329,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.1,-,3,-,-79
2023-07-07 12:35:41+02:00,41.385875,2.186335,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.1,-,2,-,-81
2023-07-07 12:35:42+02:00,41.385877,2.186345,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.2,-,2,-,-81
2023-07-07 12:35:43+02:00,41.385874,2.186353,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.1,-,2,-,-94
2023-07-07 12:35:45+02:00,41.385881,2.186367,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.2,-,2,-,-83
2023-07-07 12:35:46+02:00,41.385889,2.186384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.2,-,3,-,-84
2023-07-07 12:35:48+02:00,41.38589,2.186385,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.2,-,3,-,-96
2023-07-07 12:35:49+02:00,41.385892,2.186402,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.2,-,2,-,-81
2023-07-07 12:35:51+02:00,41.385899,2.186403,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.2,-,2,-,-81
2023-07-07 12:35:52+02:00,41.385906,2.186417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.2,-,2,-,-81
2023-07-07 12:35:53+02:00,41.385914,2.186419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.2,-,2,-,-83
2023-07-07 12:35:55+02:00,41.38592,2.186436,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.2,-,2,-,-95
2023-07-07 12:35:57+02:00,41.385936,2.186472,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.1,-,3,-,-87
2023-07-07 12:35:58+02:00,41.385944,2.186485,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.1,-,3,-,-89
2023-07-07 12:35:59+02:00,41.385966,2.186499,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.1,-,3,-,-84
2023-07-07 12:36:01+02:00,41.385979,2.186487,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,58,12,1015,21.4,39.3,-,3,-,-89
2023-07-07 12:36:02+02:00,41.385999,2.186505,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,58,12,1015,21.4,39.3,-,3,-,-84
2023-07-07 12:36:04+02:00,41.386008,2.186516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.7,58,12,1015,21.3,39.3,-,3,-,-100
2023-07-07 12:36:05+02:00,41.38603,2.186533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,58,11,1015,21.1,38.8,-,3,-,-88
2023-07-07 12:36:07+02:00,41.386036,2.186543,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,57,12,1015,20.7,38.0,-,3,-,-93
2023-07-07 12:36:08+02:00,41.386052,2.186569,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,57,12,1015,20.7,38.2,-,3,-,-95
2023-07-07 12:36:10+02:00,41.386064,2.186583,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,57,11,1015,20.6,37.9,-,3,-,-83
2023-07-07 12:36:11+02:00,41.386071,2.186608,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.1,57,11,1015,20.5,37.8,-,3,-,-88
2023-07-07 12:36:13+02:00,41.386082,2.186617,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.1,57,11,1015,20.5,37.7,-,3,-,-81
2023-07-07 12:36:14+02:00,41.386104,2.186638,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,57,11,1015,20.4,37.6,-,2,-,-87
2023-07-07 12:36:16+02:00,41.386111,2.186636,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,57,11,1015,20.4,37.5,-,2,-,-92
2023-07-07 12:36:17+02:00,41.386129,2.186656,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,57,11,1015,20.4,37.5,-,2,-,-88
2023-07-07 12:36:19+02:00,41.386143,2.186667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,58,11,1015,20.6,37.7,-,2,-,-91
2023-07-07 12:36:20+02:00,41.386167,2.186692,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,58,12,1015,20.6,37.7,-,3,-,-84
2023-07-07 12:36:22+02:00,41.386176,2.186701,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.1,59,11,1015,20.9,38.3,-,2,-,-85
2023-07-07 12:36:23+02:00,41.38619,2.186718,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,59,12,1015,21.0,38.5,-,2,-,-93
2023-07-07 12:36:25+02:00,41.386191,2.186719,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,59,11,1015,21.1,38.7,-,3,-,-87
2023-07-07 12:36:26+02:00,41.386194,2.186742,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,59,12,1015,21.1,38.7,-,2,-,-95
2023-07-07 12:36:27+02:00,41.386201,2.186754,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,59,12,1015,21.1,38.7,-,2,-,-84
2023-07-07 12:36:29+02:00,41.386204,2.186766,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.1,59,12,1015,20.9,38.2,-,2,-,-95
2023-07-07 12:36:31+02:00,41.386208,2.186785,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,59,12,1015,20.7,37.9,-,3,-,-97
2023-07-07 12:36:32+02:00,41.386224,2.186807,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,59,12,1015,20.8,38.0,-,2,-,-74
2023-07-07 12:36:34+02:00,41.386231,2.186819,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,59,12,1015,20.8,38.0,-,2,-,-77
2023-07-07 12:36:35+02:00,41.386241,2.186842,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,59,12,1015,20.7,37.9,-,2,-,-77
2023-07-07 12:36:36+02:00,41.386247,2.186837,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,59,12,1015,20.8,38.0,-,1,-,-77
2023-07-07 12:36:38+02:00,41.386257,2.186833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,59,11,1015,20.7,37.8,-,1,-,-84
2023-07-07 12:36:39+02:00,41.386275,2.186834,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,58,11,1015,20.5,37.6,-,2,-,-77
2023-07-07 12:36:41+02:00,41.386283,2.186833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,58,11,1015,20.5,37.5,-,2,-,-77
2023-07-07 12:36:42+02:00,41.386297,2.186835,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,57,12,1015,20.2,37.2,-,2,-,-78
2023-07-07 12:36:44+02:00,41.386303,2.186833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,57,12,1015,20.2,37.1,-,2,-,-86
2023-07-07 12:36:45+02:00,41.386321,2.186835,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,57,12,1015,20.2,37.1,-,2,-,-86
2023-07-07 12:36:47+02:00,41.386332,2.186832,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,57,12,1015,20.3,37.3,-,2,-,-83
2023-07-07 12:36:48+02:00,41.386346,2.186819,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,56,11,1015,20.0,37.0,-,3,-,-86
2023-07-07 12:36:49+02:00,41.386367,2.186799,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,56,12,1015,20.1,37.0,-,2,-,-76
2023-07-07 12:36:51+02:00,41.386382,2.186807,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,56,12,1015,20.2,37.2,-,2,-,-90
2023-07-07 12:36:52+02:00,41.386401,2.186831,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,57,11,1015,20.4,37.5,-,2,-,-81
2023-07-07 12:36:54+02:00,41.386407,2.18684,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,57,11,1015,20.3,37.4,-,2,-,-75
2023-07-07 12:36:55+02:00,41.386414,2.186844,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,56,11,1015,20.6,38.0,-,2,-,-80
2023-07-07 12:36:57+02:00,41.386421,2.186844,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,56,11,1015,20.7,38.3,-,1,-,-83
2023-07-07 12:36:58+02:00,41.386421,2.186848,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,57,12,1015,20.7,38.1,-,0,-,-70
2023-07-07 12:36:59+02:00,41.386421,2.186848,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,57,11,1015,20.7,38.1,-,0,-,-75
2023-07-07 12:37:01+02:00,41.386415,2.186855,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.6,57,11,1015,21.0,38.7,-,0,-,-78
2023-07-07 12:37:02+02:00,41.386414,2.186845,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.6,57,12,1015,21.0,38.8,-,1,-,-67
2023-07-07 12:37:04+02:00,41.386415,2.18685,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.7,57,12,1015,21.1,39.0,-,0,-,-75
2023-07-07 12:37:05+02:00,41.386414,2.18685,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,57,12,1015,20.8,38.3,-,0,-,-72
2023-07-07 12:37:06+02:00,41.386415,2.186853,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,57,12,1015,20.8,38.3,-,0,-,-69
2023-07-07 12:37:08+02:00,41.386414,2.186852,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,57,12,1015,20.7,38.1,-,0,-,-78
2023-07-07 12:37:09+02:00,41.386411,2.186845,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,57,12,1015,20.8,38.2,-,0,-,-65
2023-07-07 12:37:10+02:00,41.386415,2.186848,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,57,12,1015,20.8,38.3,-,0,-,-73
2023-07-07 12:37:12+02:00,41.386415,2.186855,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,57,12,1015,20.8,38.3,-,0,-,-73
2023-07-07 12:37:13+02:00,41.386416,2.186854,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,57,12,1015,20.7,38.2,-,0,-,-88
2023-07-07 12:37:15+02:00,41.386416,2.186852,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,57,12,1015,20.7,38.1,-,0,-,-79
2023-07-07 12:37:16+02:00,41.386437,2.186856,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,57,12,1015,20.7,38.1,-,2,-,-69
2023-07-07 12:37:17+02:00,41.386439,2.186857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,57,12,1015,20.7,38.2,-,3,-,-69
2023-07-07 12:37:19+02:00,41.386446,2.186866,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,56,12,1015,20.6,38.0,-,3,-,-86
2023-07-07 12:37:20+02:00,41.386443,2.186902,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,56,12,1015,20.5,37.9,-,0,-,-73
2023-07-07 12:37:22+02:00,41.386443,2.186899,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,56,12,1015,20.5,37.9,-,0,-,-66
2023-07-07 12:37:23+02:00,41.386439,2.1869,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,56,12,1015,20.6,38.1,-,0,-,-82
2023-07-07 12:37:24+02:00,41.38644,2.186902,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,56,12,1015,20.6,38.0,-,0,-,-73
2023-07-07 12:37:26+02:00,41.386428,2.186894,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.6,56,12,1015,20.8,38.4,-,0,-,-64
2023-07-07 12:37:27+02:00,41.386419,2.186893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.6,56,12,1015,20.8,38.5,-,0,-,-65
2023-07-07 12:37:29+02:00,41.386419,2.186895,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,56,12,1015,20.6,38.1,-,0,-,-63
2023-07-07 12:37:30+02:00,41.386418,2.186898,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,56,12,1015,20.6,38.0,-,0,-,-63
2023-07-07 12:37:31+02:00,41.386418,2.186899,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,56,12,1015,20.5,38.0,-,0,-,-74
2023-07-07 12:37:33+02:00,41.386417,2.186899,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,56,12,1015,20.5,37.9,-,0,-,-74
2023-07-07 12:37:34+02:00,41.386413,2.186899,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.6,56,12,1015,20.8,38.4,-,0,-,-75
2023-07-07 12:37:35+02:00,41.386413,2.1869,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,56,12,1015,20.7,38.2,-,0,-,-77
2023-07-07 12:37:37+02:00,41.386413,2.186902,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,56,12,1015,20.6,38.1,-,0,-,-80
2023-07-07 12:37:38+02:00,41.386412,2.186904,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,56,12,1015,20.6,38.1,-,0,-,-75
2023-07-07 12:37:40+02:00,41.386416,2.186909,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,56,12,1015,20.6,38.2,-,0,-,-80
2023-07-07 12:37:41+02:00,41.386423,2.186922,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,57,12,1015,20.8,38.4,-,2,-,-72
2023-07-07 12:37:42+02:00,41.386428,2.186925,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,56,12,1015,20.6,38.0,-,2,-,-77
2023-07-07 12:37:44+02:00,41.386431,2.18695,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,56,11,1015,20.7,38.2,-,1,-,-67
2023-07-07 12:37:45+02:00,41.386441,2.186951,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,56,12,1015,20.6,38.2,-,1,-,-75
2023-07-07 12:37:47+02:00,41.386455,2.186945,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,56,12,1015,20.7,38.3,-,3,-,-76
2023-07-07 12:37:48+02:00,41.386473,2.186936,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,56,12,1015,20.7,38.3,-,2,-,-86
2023-07-07 12:37:49+02:00,41.386484,2.186961,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,56,12,1015,20.7,38.4,-,2,-,-83
2023-07-07 12:37:51+02:00,41.386491,2.186965,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,56,12,1015,20.7,38.2,-,1,-,-75
2023-07-07 12:37:52+02:00,41.386489,2.186992,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,56,12,1015,21.0,38.9,-,2,-,-74
2023-07-07 12:37:53+02:00,41.38649,2.186991,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,12,1015,21.2,39.2,-,2,-,-79
2023-07-07 12:37:55+02:00,41.386516,2.18697,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,57,12,1015,20.9,38.5,-,2,-,-82
2023-07-07 12:37:56+02:00,41.386519,2.186955,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.6,57,12,1015,21.0,38.6,-,0,-,-76
2023-07-07 12:37:58+02:00,41.386517,2.186952,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.6,57,12,1015,21.0,38.8,-,0,-,-75
2023-07-07 12:37:59+02:00,41.386514,2.18695,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.9,57,11,1015,21.3,39.3,-,0,-,-79
2023-07-07 12:38:01+02:00,41.386521,2.186952,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.9,57,12,1015,21.3,39.3,-,0,-,-79
2023-07-07 12:38:02+02:00,41.386532,2.186947,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,56,12,1015,21.2,39.2,-,2,-,-77
2023-07-07 12:38:03+02:00,41.386537,2.186939,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.1,56,11,1015,21.3,39.5,-,2,-,-73
2023-07-07 12:38:05+02:00,41.386545,2.18693,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.9,55,11,1015,20.9,38.7,-,2,-,-65
2023-07-07 12:38:06+02:00,41.38654,2.186891,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.1,55,11,1015,21.1,39.3,-,3,-,-68
2023-07-07 12:38:08+02:00,41.386543,2.186871,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.1,55,12,1015,21.1,39.2,-,3,-,-66
2023-07-07 12:38:09+02:00,41.386547,2.186856,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.3,55,11,1015,21.3,39.5,-,3,-,-66
2023-07-07 12:38:10+02:00,41.386553,2.18682,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.3,55,11,1015,21.3,39.6,-,3,-,-69
2023-07-07 12:38:12+02:00,41.386555,2.186811,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.3,55,11,1015,21.3,39.7,-,2,-,-65
2023-07-07 12:38:13+02:00,41.386564,2.186787,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.4,56,12,1015,21.6,40.0,-,2,-,-76
2023-07-07 12:38:14+02:00,41.386567,2.186764,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.4,57,11,1015,21.8,40.3,-,3,-,-64
2023-07-07 12:38:16+02:00,41.386576,2.186761,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.4,57,11,1015,21.8,40.4,-,3,-,-69
2023-07-07 12:38:17+02:00,41.386594,2.186744,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.4,57,11,1015,21.8,40.4,-,3,-,-80
2023-07-07 12:38:19+02:00,41.386599,2.186729,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.4,57,11,1015,21.8,40.4,-,3,-,-85
2023-07-07 12:38:20+02:00,41.386626,2.18667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.4,57,11,1015,21.8,40.4,-,3,-,-73
2023-07-07 12:38:21+02:00,41.386641,2.186618,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.5,57,11,1015,21.9,40.5,-,4,-,-86
2023-07-07 12:38:23+02:00,41.386651,2.186593,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.5,57,11,1015,21.9,40.5,-,4,-,-88
2023-07-07 12:38:24+02:00,41.38666,2.186516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.5,57,11,1015,21.9,40.5,-,4,-,-88
2023-07-07 12:38:25+02:00,41.386664,2.186485,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.4,57,11,1015,21.8,40.5,-,4,-,-92
2023-07-07 12:38:27+02:00,41.386671,2.186472,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.5,57,11,1015,21.9,40.6,-,3,-,-85
2023-07-07 12:38:28+02:00,41.386691,2.186417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.5,56,11,1015,21.7,40.2,-,3,-,-97
2023-07-07 12:38:29+02:00,41.386694,2.186406,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.2,56,11,1015,21.4,39.6,-,4,-,-72
2023-07-07 12:38:31+02:00,41.386694,2.186397,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.9,56,11,1015,21.1,39.1,-,3,-,-83
2023-07-07 12:38:32+02:00,41.386694,2.186379,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.9,56,11,1015,21.1,39.0,-,3,-,-88
2023-07-07 12:38:34+02:00,41.386696,2.186355,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,56,11,1015,21.0,38.9,-,3,-,-90
2023-07-07 12:38:35+02:00,41.386699,2.186342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.7,56,11,1015,20.9,38.6,-,3,-,-82
2023-07-07 12:38:36+02:00,41.38669,2.186315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.7,56,11,1015,20.9,38.6,-,3,-,-82
2023-07-07 12:38:38+02:00,41.38669,2.186301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.6,55,11,1015,20.6,38.2,-,3,-,-86
2023-07-07 12:38:39+02:00,41.386687,2.186299,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.6,55,11,1015,20.6,38.2,-,0,-,-84
2023-07-07 12:38:41+02:00,41.386687,2.186297,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,55,11,1015,20.8,38.5,-,0,-,-77
2023-07-07 12:38:42+02:00,41.386686,2.186297,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.7,55,11,1015,20.7,38.5,-,0,-,-75
2023-07-07 12:38:43+02:00,41.386686,2.186297,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.7,55,11,1015,20.7,38.5,-,0,-,-64
2023-07-07 12:38:45+02:00,41.386685,2.186298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,55,11,1015,20.8,38.6,-,0,-,-83
2023-07-07 12:38:46+02:00,41.386684,2.186297,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,55,11,1015,20.8,38.6,-,0,-,-85
2023-07-07 12:38:48+02:00,41.386683,2.186295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,55,11,1015,20.8,38.7,-,0,-,-74
2023-07-07 12:38:49+02:00,41.386684,2.186274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,56,11,1015,21.0,38.9,-,2,-,-75
2023-07-07 12:38:50+02:00,41.386691,2.186264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.9,56,11,1015,21.1,39.0,-,2,-,-69
2023-07-07 12:38:52+02:00,41.386693,2.186243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,11,1015,21.2,39.2,-,3,-,-84
2023-07-07 12:38:53+02:00,41.386707,2.186214,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.8,57,11,1015,21.2,39.1,-,3,-,-77
2023-07-07 12:38:55+02:00,41.386702,2.18621,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.9,57,11,1015,21.3,39.3,-,3,-,-76
2023-07-07 12:38:56+02:00,41.386705,2.186194,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.9,57,11,1015,21.3,39.4,-,3,-,-75
2023-07-07 12:38:57+02:00,41.386716,2.186165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.9,57,11,1015,21.3,39.4,-,4,-,-75
2023-07-07 12:38:59+02:00,41.386717,2.186153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,58,11,1015,21.6,39.7,-,3,-,-95
2023-07-07 12:39:00+02:00,41.386729,2.186133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,58,11,1015,21.6,39.8,-,3,-,-81
2023-07-07 12:39:02+02:00,41.386737,2.18612,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,58,11,1015,21.6,39.8,-,3,-,-82
2023-07-07 12:39:03+02:00,41.38675,2.186108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.1,58,11,1015,21.7,39.9,-,3,-,-86
2023-07-07 12:39:04+02:00,41.386754,2.186099,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.1,58,11,1015,21.7,40.0,-,3,-,-89
2023-07-07 12:39:06+02:00,41.386758,2.186088,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.1,58,11,1015,21.7,40.0,-,3,-,-86
2023-07-07 12:39:07+02:00,41.386764,2.186079,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.1,58,11,1015,21.7,40.0,-,3,-,-89
2023-07-07 12:39:09+02:00,41.386771,2.186074,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.2,58,11,1015,21.8,40.1,-,3,-,-85
2023-07-07 12:39:10+02:00,41.38678,2.186062,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.1,59,11,1015,21.9,40.4,-,3,-,-93
2023-07-07 12:39:11+02:00,41.386787,2.186052,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.1,59,11,1015,21.9,40.4,-,3,-,-80
2023-07-07 12:39:13+02:00,41.386787,2.186043,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.2,59,11,1015,22.0,40.4,-,4,-,-89
2023-07-07 12:39:14+02:00,41.38679,2.186023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.2,59,11,1015,22.0,40.4,-,3,-,-83
2023-07-07 12:39:16+02:00,41.3868,2.186012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.2,59,11,1015,22.0,40.4,-,3,-,-85
2023-07-07 12:39:17+02:00,41.386816,2.185991,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.2,59,11,1015,22.0,40.6,-,4,-,-94
